timestamp,packet_id,prediction,prediction_label,true_label,true_label_name,correct,alert,attack_type,true_attack_type
2025-12-21T16:39:48.066584,46,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:48.098090,47,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:48.103479,48,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.135142,49,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:48.173086,50,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:48.190801,51,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.198699,52,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.232087,53,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:48.237578,54,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.242625,55,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.247055,56,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.252017,57,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.256229,58,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.262235,59,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.267337,60,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.297276,61,1,Attack,0,Benign,False,True,SSH-Bruteforce,
2025-12-21T16:39:48.328861,62,1,Attack,1,Attack,True,True,FTP-BruteForce,FTP-BruteForce
2025-12-21T16:39:48.334546,63,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.339471,64,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.370499,65,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:48.375942,66,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.381140,67,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.414136,68,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:48.419618,69,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.424543,70,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.429775,71,0,Benign,1,Attack,False,False,,DDoS_attacks-LOIC-HTTP
2025-12-21T16:39:48.434650,72,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.439493,73,0,Benign,1,Attack,False,False,,Bot
2025-12-21T16:39:48.444324,74,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.449343,75,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.480203,76,1,Attack,0,Benign,False,True,Infilteration,
2025-12-21T16:39:48.512704,77,1,Attack,0,Benign,False,True,Infilteration,
2025-12-21T16:39:48.518088,78,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.546344,79,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:48.551903,80,0,Benign,1,Attack,False,False,,DDOS_attack-HOIC
2025-12-21T16:39:48.556853,81,0,Benign,1,Attack,False,False,,Bot
2025-12-21T16:39:48.562057,82,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.593196,83,1,Attack,1,Attack,True,True,Infilteration,Infilteration
2025-12-21T16:39:48.598756,84,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.603621,85,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.608520,86,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.641580,87,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:48.648181,88,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.655979,89,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.673128,90,0,Benign,1,Attack,False,False,,SSH-Bruteforce
2025-12-21T16:39:48.734821,91,1,Attack,0,Benign,False,True,SSH-Bruteforce,
2025-12-21T16:39:48.790975,92,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:48.797852,93,0,Benign,1,Attack,False,False,,DDoS_attacks-LOIC-HTTP
2025-12-21T16:39:48.804894,94,0,Benign,1,Attack,False,False,,DDoS_attacks-LOIC-HTTP
2025-12-21T16:39:48.810365,95,0,Benign,1,Attack,False,False,,Bot
2025-12-21T16:39:48.815265,96,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.820554,97,0,Benign,1,Attack,False,False,,Infilteration
2025-12-21T16:39:48.825666,98,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.857195,99,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:48.864390,100,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.873363,101,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.878610,102,0,Benign,1,Attack,False,False,,SSH-Bruteforce
2025-12-21T16:39:48.884875,103,0,Benign,1,Attack,False,False,,SSH-Bruteforce
2025-12-21T16:39:48.892960,104,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.897911,105,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.903095,106,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.934156,107,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:48.939376,108,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.944398,109,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.977201,110,1,Attack,1,Attack,True,True,FTP-BruteForce,FTP-BruteForce
2025-12-21T16:39:48.982587,111,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.987472,112,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:48.991680,113,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.022830,114,1,Attack,1,Attack,True,True,FTP-BruteForce,FTP-BruteForce
2025-12-21T16:39:49.027361,115,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.032324,116,0,Benign,1,Attack,False,False,,DDoS_attacks-LOIC-HTTP
2025-12-21T16:39:49.037147,117,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.041922,118,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.074351,119,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:49.104788,120,1,Attack,1,Attack,True,True,DoS_attacks-SlowHTTPTest,DoS_attacks-SlowHTTPTest
2025-12-21T16:39:49.110104,121,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.115086,122,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.119406,123,0,Benign,1,Attack,False,False,,Infilteration
2025-12-21T16:39:49.151873,124,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:49.156456,125,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.161254,126,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.166206,127,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.171029,128,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.203654,129,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:49.208797,130,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.213085,131,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.245374,132,1,Attack,1,Attack,True,True,DoS_attacks-SlowHTTPTest,DoS_attacks-SlowHTTPTest
2025-12-21T16:39:49.250558,133,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.255546,134,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.260542,135,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.307948,136,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:49.312685,137,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.317721,138,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.322620,139,0,Benign,1,Attack,False,False,,Bot
2025-12-21T16:39:49.353937,140,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:49.359031,141,0,Benign,1,Attack,False,False,,Bot
2025-12-21T16:39:49.390277,142,1,Attack,0,Benign,False,True,SSH-Bruteforce,
2025-12-21T16:39:49.395382,143,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.401409,144,0,Benign,1,Attack,False,False,,SSH-Bruteforce
2025-12-21T16:39:49.406419,145,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.437283,146,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:49.470237,147,1,Attack,1,Attack,True,True,FTP-BruteForce,FTP-BruteForce
2025-12-21T16:39:49.474831,148,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.479848,149,0,Benign,1,Attack,False,False,,DDoS_attacks-LOIC-HTTP
2025-12-21T16:39:49.484946,150,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.489779,151,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.494595,152,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.499429,153,0,Benign,1,Attack,False,False,,DDoS_attacks-LOIC-HTTP
2025-12-21T16:39:49.504299,154,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.535583,155,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:49.540720,156,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.545632,157,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.575871,158,1,Attack,1,Attack,True,True,FTP-BruteForce,FTP-BruteForce
2025-12-21T16:39:49.580358,159,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.585354,160,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.590255,161,0,Benign,1,Attack,False,False,,SSH-Bruteforce
2025-12-21T16:39:49.619768,162,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:49.624887,163,0,Benign,1,Attack,False,False,,SSH-Bruteforce
2025-12-21T16:39:49.656175,164,1,Attack,0,Benign,False,True,SSH-Bruteforce,
2025-12-21T16:39:49.661315,165,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.665634,166,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.670582,167,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.675397,168,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.680084,169,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.684972,170,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.689771,171,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.693925,172,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.698092,173,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.729089,174,1,Attack,1,Attack,True,True,DoS_attacks-SlowHTTPTest,DoS_attacks-SlowHTTPTest
2025-12-21T16:39:49.761781,175,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:49.794230,176,1,Attack,0,Benign,False,True,SSH-Bruteforce,
2025-12-21T16:39:49.800191,177,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.804618,178,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.809673,179,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.844258,180,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:49.850500,181,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.856637,182,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.861442,183,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.866906,184,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.872387,185,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.877516,186,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.882735,187,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.887347,188,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.892441,189,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.897738,190,0,Benign,1,Attack,False,False,,Bot
2025-12-21T16:39:49.903294,191,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.908417,192,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:49.942459,193,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:49.994982,194,1,Attack,1,Attack,True,True,FTP-BruteForce,FTP-BruteForce
2025-12-21T16:39:50.002939,195,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.008482,196,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.014363,197,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.018962,198,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.023416,199,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.055149,200,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:50.092226,201,1,Attack,1,Attack,True,True,DoS_attacks-SlowHTTPTest,DoS_attacks-SlowHTTPTest
2025-12-21T16:39:50.124745,202,1,Attack,1,Attack,True,True,FTP-BruteForce,FTP-BruteForce
2025-12-21T16:39:50.130512,203,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.135519,204,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.167904,205,1,Attack,1,Attack,True,True,FTP-BruteForce,FTP-BruteForce
2025-12-21T16:39:50.173424,206,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.178640,207,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.183582,208,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.188343,209,0,Benign,1,Attack,False,False,,Bot
2025-12-21T16:39:50.193304,210,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.198265,211,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.203112,212,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.235814,213,1,Attack,1,Attack,True,True,FTP-BruteForce,FTP-BruteForce
2025-12-21T16:39:50.267309,214,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:50.298425,215,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:50.303640,216,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.307896,217,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.312813,218,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.316984,219,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.321684,220,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.326581,221,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.331388,222,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.362917,223,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:50.368573,224,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.401296,225,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:50.406630,226,0,Benign,1,Attack,False,False,,DDoS_attacks-LOIC-HTTP
2025-12-21T16:39:50.411545,227,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.440821,228,1,Attack,1,Attack,True,True,DoS_attacks-SlowHTTPTest,DoS_attacks-SlowHTTPTest
2025-12-21T16:39:50.472759,229,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:50.505670,230,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:50.538521,231,1,Attack,1,Attack,True,True,FTP-BruteForce,FTP-BruteForce
2025-12-21T16:39:50.571649,232,1,Attack,1,Attack,True,True,FTP-BruteForce,FTP-BruteForce
2025-12-21T16:39:50.576830,233,0,Benign,1,Attack,False,False,,DDoS_attacks-LOIC-HTTP
2025-12-21T16:39:50.607752,234,1,Attack,1,Attack,True,True,FTP-BruteForce,FTP-BruteForce
2025-12-21T16:39:50.612938,235,0,Benign,1,Attack,False,False,,Bot
2025-12-21T16:39:50.617903,236,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.648203,237,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:50.653664,238,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.686398,239,1,Attack,1,Attack,True,True,FTP-BruteForce,FTP-BruteForce
2025-12-21T16:39:50.691494,240,0,Benign,1,Attack,False,False,,Bot
2025-12-21T16:39:50.696331,241,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.701274,242,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.706072,243,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.738590,244,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:50.743713,245,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.776368,246,1,Attack,1,Attack,True,True,FTP-BruteForce,FTP-BruteForce
2025-12-21T16:39:50.808145,247,1,Attack,1,Attack,True,True,FTP-BruteForce,FTP-BruteForce
2025-12-21T16:39:50.813267,248,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.845917,249,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:50.878592,250,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:50.884319,251,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.917355,252,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:50.922831,253,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.927937,254,0,Benign,1,Attack,False,False,,SSH-Bruteforce
2025-12-21T16:39:50.933031,255,0,Benign,1,Attack,False,False,,Infilteration
2025-12-21T16:39:50.937896,256,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.943111,257,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:50.975985,258,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:51.007494,259,1,Attack,1,Attack,True,True,FTP-BruteForce,FTP-BruteForce
2025-12-21T16:39:51.040157,260,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:51.045328,261,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.050121,262,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.055082,263,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.085070,264,1,Attack,0,Benign,False,True,SSH-Bruteforce,
2025-12-21T16:39:51.116969,265,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:51.122011,266,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.126208,267,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.130384,268,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.162875,269,1,Attack,0,Benign,False,True,DDOS_attack-HOIC,
2025-12-21T16:39:51.167831,270,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.172675,271,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.177407,272,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.209731,273,1,Attack,1,Attack,True,True,FTP-BruteForce,FTP-BruteForce
2025-12-21T16:39:51.243055,274,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:51.249276,275,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.254980,276,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.259885,277,0,Benign,1,Attack,False,False,,SSH-Bruteforce
2025-12-21T16:39:51.289087,278,1,Attack,1,Attack,True,True,DDoS_attacks-LOIC-HTTP,DDoS_attacks-LOIC-HTTP
2025-12-21T16:39:51.294476,279,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.299326,280,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.304393,281,0,Benign,1,Attack,False,False,,Infilteration
2025-12-21T16:39:51.309265,282,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.314000,283,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.318985,284,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.351351,285,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:51.382900,286,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:51.388067,287,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.392878,288,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.423432,289,1,Attack,1,Attack,True,True,Infilteration,Infilteration
2025-12-21T16:39:51.427744,290,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.432644,291,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.437119,292,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.442066,293,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.446864,294,0,Benign,1,Attack,False,False,,SSH-Bruteforce
2025-12-21T16:39:51.451809,295,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.456646,296,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.461995,297,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.466874,298,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.498675,299,1,Attack,1,Attack,True,True,FTP-BruteForce,FTP-BruteForce
2025-12-21T16:39:51.532382,300,1,Attack,1,Attack,True,True,FTP-BruteForce,FTP-BruteForce
2025-12-21T16:39:51.567983,301,1,Attack,0,Benign,False,True,SSH-Bruteforce,
2025-12-21T16:39:51.573873,302,0,Benign,1,Attack,False,False,,SSH-Bruteforce
2025-12-21T16:39:51.579473,303,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.584303,304,0,Benign,1,Attack,False,False,,Bot
2025-12-21T16:39:51.616619,305,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:51.622471,306,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.656499,307,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
2025-12-21T16:39:51.662995,308,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.667637,309,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.672632,310,0,Benign,1,Attack,False,False,,Bot
2025-12-21T16:39:51.677563,311,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.682543,312,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.687402,313,0,Benign,0,Benign,True,False,,
2025-12-21T16:39:51.717923,314,1,Attack,1,Attack,True,True,FTP-BruteForce,FTP-BruteForce
2025-12-21T16:39:51.722860,315,0,Benign,1,Attack,False,False,,DDOS_attack-HOIC
2025-12-21T16:39:51.752637,316,1,Attack,1,Attack,True,True,DDOS_attack-HOIC,DDOS_attack-HOIC
