timestamp,packet_id,prediction_label,alert_type,attack_type
2025-12-21T16:39:51.085148,264,Attack,attack_detected,SSH-Bruteforce
2025-12-21T16:39:51.117070,265,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:51.162959,269,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:51.209821,273,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:51.243245,274,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:51.289193,278,Attack,attack_detected,DDoS_attacks-LOIC-HTTP
2025-12-21T16:39:51.351451,285,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:51.383004,286,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:51.423513,289,Attack,attack_detected,Infilteration
2025-12-21T16:39:51.498774,299,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:51.532496,300,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:51.568100,301,Attack,attack_detected,SSH-Bruteforce
2025-12-21T16:39:51.616732,305,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:51.656609,307,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:51.717990,314,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:51.752735,316,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:51.797725,320,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:51.830550,321,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:51.867987,323,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:51.901095,324,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:51.971811,332,Attack,attack_detected,Infilteration
2025-12-21T16:39:52.017699,336,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:52.074101,342,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:52.124338,347,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:52.169928,351,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:52.225237,357,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:52.265722,360,Attack,attack_detected,Bot
2025-12-21T16:39:52.330057,368,Attack,attack_detected,SSH-Bruteforce
2025-12-21T16:39:52.360957,369,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:52.403551,372,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:52.460507,378,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:52.490897,379,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:52.574448,391,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:52.617959,395,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:52.665322,399,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:52.710426,402,Attack,attack_detected,DoS_attacks-SlowHTTPTest
2025-12-21T16:39:52.748496,404,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:52.781601,405,Attack,attack_detected,DDoS_attacks-LOIC-HTTP
2025-12-21T16:39:52.838673,411,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:52.879343,414,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:52.915131,416,Attack,attack_detected,DDoS_attacks-LOIC-HTTP
2025-12-21T16:39:53.004499,429,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:53.035768,430,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:53.091799,431,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:53.199151,433,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:53.264086,435,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:53.323322,436,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:53.402078,437,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:53.451556,438,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:53.498503,440,Attack,attack_detected,SSH-Bruteforce
2025-12-21T16:39:53.572944,441,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:53.608964,442,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:53.647841,443,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:53.692171,446,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:53.725925,447,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:53.766456,450,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:53.808120,453,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:53.856297,457,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:53.905409,461,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:53.944210,463,Attack,attack_detected,DoS_attacks-SlowHTTPTest
2025-12-21T16:39:53.982043,465,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:54.038910,471,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:54.075928,473,Attack,attack_detected,Infilteration
2025-12-21T16:39:54.106968,474,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:54.169356,481,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:54.218095,485,Attack,attack_detected,DoS_attacks-SlowHTTPTest
2025-12-21T16:39:54.264939,489,Attack,attack_detected,DoS_attacks-SlowHTTPTest
2025-12-21T16:39:54.303132,491,Attack,attack_detected,Infilteration
2025-12-21T16:39:54.341453,493,Attack,attack_detected,SSH-Bruteforce
2025-12-21T16:39:54.374425,494,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:54.427253,499,Attack,attack_detected,Bot
2025-12-21T16:39:54.525367,502,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:54.687738,513,Attack,attack_detected,Infilteration
2025-12-21T16:39:54.728582,515,Attack,attack_detected,DDoS_attacks-LOIC-HTTP
2025-12-21T16:39:54.764101,517,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:54.810433,521,Attack,attack_detected,Infilteration
2025-12-21T16:39:54.861271,526,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:54.897488,528,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:54.940796,532,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:54.972469,533,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:55.005341,534,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:55.045556,537,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:55.092679,541,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:55.137186,545,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:55.180107,548,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:55.230805,553,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:55.278210,557,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:55.350445,567,Attack,attack_detected,Infilteration
2025-12-21T16:39:55.397710,571,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:55.431353,572,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:55.466988,574,Attack,attack_detected,Infilteration
2025-12-21T16:39:55.543980,584,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:55.596008,589,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:55.629930,590,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:55.662785,591,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:55.692954,592,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:55.725802,593,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:55.762336,595,Attack,attack_detected,Infilteration
2025-12-21T16:39:55.797261,597,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:55.828565,598,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:55.889962,604,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:55.963907,607,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:56.051360,620,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:56.103267,625,Attack,attack_detected,Infilteration
2025-12-21T16:39:56.155421,630,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:56.188567,631,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:56.249226,637,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:56.288241,639,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:56.324414,641,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:56.377766,646,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:56.426054,650,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:56.464323,652,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:56.505207,655,Attack,attack_detected,Infilteration
2025-12-21T16:39:56.534659,656,Attack,attack_detected,Infilteration
2025-12-21T16:39:56.581261,660,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:56.626776,664,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:56.701345,674,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:56.738533,676,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:56.775232,678,Attack,attack_detected,SSH-Bruteforce
2025-12-21T16:39:56.822299,682,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:56.859791,684,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:56.892546,685,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:56.924302,686,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:56.961425,688,Attack,attack_detected,Infilteration
2025-12-21T16:39:56.994237,689,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:57.067992,699,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:57.107077,701,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:57.148525,704,Attack,attack_detected,DoS_attacks-SlowHTTPTest
2025-12-21T16:39:57.208241,711,Attack,attack_detected,SSH-Bruteforce
2025-12-21T16:39:57.240536,712,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:57.281632,715,Attack,attack_detected,DoS_attacks-SlowHTTPTest
2025-12-21T16:39:57.312402,716,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:57.378530,724,Attack,attack_detected,DoS_attacks-SlowHTTPTest
2025-12-21T16:39:57.417960,727,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:57.454281,729,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:57.517979,737,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:57.548457,738,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:57.604622,744,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:57.637320,745,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:57.678719,748,Attack,attack_detected,SSH-Bruteforce
2025-12-21T16:39:57.709521,749,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:57.755480,753,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:57.787936,754,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:57.851273,762,Attack,attack_detected,SSH-Bruteforce
2025-12-21T16:39:57.882036,763,Attack,attack_detected,SSH-Bruteforce
2025-12-21T16:39:57.913273,764,Attack,attack_detected,Infilteration
2025-12-21T16:39:57.945814,765,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:58.007116,772,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:58.044042,774,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:58.074444,775,Attack,attack_detected,DoS_attacks-SlowHTTPTest
2025-12-21T16:39:58.124696,780,Attack,attack_detected,Infilteration
2025-12-21T16:39:58.155126,781,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:58.198326,785,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:58.239062,788,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:58.271329,789,Attack,attack_detected,DoS_attacks-SlowHTTPTest
2025-12-21T16:39:58.304704,790,Attack,attack_detected,DoS_attacks-SlowHTTPTest
2025-12-21T16:39:58.338070,791,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:58.401523,795,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:58.434774,796,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:58.467548,797,Attack,attack_detected,SSH-Bruteforce
2025-12-21T16:39:58.503089,799,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:58.535326,800,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:58.579266,803,Attack,attack_detected,DoS_attacks-SlowHTTPTest
2025-12-21T16:39:58.610160,804,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:58.651384,807,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:58.681716,808,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:58.737941,814,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:58.808573,823,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:58.910216,839,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:58.965899,845,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:58.998347,846,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:59.030956,847,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:59.068568,849,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:59.104889,851,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:59.162876,857,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:59.195619,858,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:59.231695,860,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:59.267912,862,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:59.313594,866,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:59.350513,868,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:59.381693,869,Attack,attack_detected,Infilteration
2025-12-21T16:39:59.433753,874,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:59.475860,877,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:39:59.522254,881,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:59.554655,882,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:59.587190,883,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:59.638801,888,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:59.708536,897,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:59.741012,898,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:59.784754,901,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:59.827127,904,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:59.874211,909,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:59.924137,914,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:39:59.955543,915,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:00.019169,923,Attack,attack_detected,SSH-Bruteforce
2025-12-21T16:40:00.050440,924,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:40:00.087797,926,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:40:00.134416,930,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:00.175052,933,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:00.217633,936,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:00.248401,937,Attack,attack_detected,Infilteration
2025-12-21T16:40:00.284415,939,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:00.326544,942,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:00.367004,945,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:40:00.414642,949,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:00.448384,950,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:40:00.482299,951,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:40:00.528342,955,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:00.574377,959,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:40:00.625317,963,Attack,attack_detected,DDoS_attacks-LOIC-HTTP
2025-12-21T16:40:00.673871,967,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:00.712110,969,Attack,attack_detected,Infilteration
2025-12-21T16:40:00.743942,970,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:40:00.801388,977,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:00.858395,983,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:00.890942,984,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:00.928238,986,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:00.960730,987,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:00.990221,988,Attack,attack_detected,Infilteration
2025-12-21T16:40:01.026378,990,Attack,attack_detected,Infilteration
2025-12-21T16:40:01.076200,995,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:01.124537,999,Attack,attack_detected,SSH-Bruteforce
2025-12-21T16:40:01.380445,1011,Attack,attack_detected,DoS_attacks-SlowHTTPTest
2025-12-21T16:40:01.501514,1023,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:01.535758,1024,Attack,attack_detected,Infilteration
2025-12-21T16:40:01.578324,1026,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:01.627674,1029,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:40:01.737421,1041,Attack,attack_detected,SSH-Bruteforce
2025-12-21T16:40:01.770327,1042,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:01.805063,1043,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:01.853635,1046,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:01.924369,1052,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:40:01.966429,1054,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:02.015486,1057,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:02.057081,1059,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:02.091916,1060,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:02.134193,1062,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:02.169094,1063,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:40:02.229498,1068,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:02.270362,1070,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:02.334348,1075,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:02.381123,1078,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:02.477681,1088,Attack,attack_detected,Infilteration
2025-12-21T16:40:02.512488,1089,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:02.545652,1090,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:02.580617,1091,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:02.652775,1097,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:40:02.701152,1100,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:02.737099,1101,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:02.786099,1104,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:40:02.840523,1108,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:02.916677,1115,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:02.972474,1119,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:03.006658,1120,Attack,attack_detected,Infilteration
2025-12-21T16:40:03.074353,1126,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:03.129879,1130,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:03.164661,1131,Attack,attack_detected,DoS_attacks-SlowHTTPTest
2025-12-21T16:40:03.234417,1137,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:03.269329,1138,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:03.317061,1141,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:40:03.350761,1142,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:03.384160,1143,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:03.424450,1145,Attack,attack_detected,DDOS_attack-HOIC
2025-12-21T16:40:03.459460,1146,Attack,attack_detected,SSH-Bruteforce
2025-12-21T16:40:03.506591,1149,Attack,attack_detected,FTP-BruteForce
2025-12-21T16:40:03.540969,1150,Attack,attack_detected,DDOS_attack-HOIC
